,unnamed:_0,total_agriculture,total_construction,total_manufacturing,total_wholesale_trade,total_retail_trade,transportation_warehousing_utilities,total_information,total_finance_and_real_estate,total_scientific_administrative_and_waste_management_services,total_educational_healthcare_and_social_assistance,total_arts_and_entertainment,total_other_services,total_public_administration,total_management_business_science_and_arts_occupations,total_service_occupations,total_sales_and_office_occupations,total_natural_resources_and_maintenance_occupations,"total_production,_transportation,_and_material_moving_occupations",population_of_one_race_total,white,black_or_african_american,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_other_pacific_islander,population_of_one_race_some_other_race,median_age:_total,ed_total,ed_no_schooling_completed,ed_nursery_school,ed_kindergarten,ed_1st_grade,ed_2nd_grade,ed_3rd_grade,ed_4th_grade,ed_5th_grade,ed_6th_grade,ed_7th_grade,ed_8th_grade,ed_9th_grade,e_10th_grade,ed_11th_grade,ed_12th_grade_no_diploma,median_income,unemployed_pop_16_years_and_over,in_civilian_labor_force,under_19_no_health_insurance_coverage,19_to_34_years_no_health_insurance_coverage,35_to_64_years_no_health_insurance_coverage,health_insurance_total,65_years_and_over_no_health_insurance_coverage,total_population_estimate,state_fip,county_fip
79,"Gulf County, Florida: Summary level: 050, state:12> county:045",199,622,249,90,494,163,55,390,555,1186,579,409,759,1796,1454,989,1009,502,15305,12384,2673,61,85,0,102,44.9,11954,56,0,0,0,0,21,109,6,96,44,204,238,437,368,160,26523,266,6016,118,505,735,13110,11,15576,12,045
80,"Hamilton County, Florida: Summary level: 050, state:12> county:047",428,194,399,78,504,306,78,85,155,720,356,133,334,878,942,912,398,640,14118,8805,4949,166,43,0,155,40.9,10388,321,11,0,0,31,84,7,39,106,84,247,418,589,685,179,20544,498,4268,158,406,915,11031,33,14326,12,047
81,"Hardee County, Florida: Summary level: 050, state:12> county:049",1435,822,596,303,1140,578,163,453,740,1463,812,581,666,2079,1800,2019,2155,1699,26836,21824,2051,23,234,40,2664,35.4,17470,617,7,0,25,63,45,138,233,396,317,282,263,830,445,330,21744,628,10380,243,1081,1604,25395,36,27131,12,049
82,"Hendry County, Florida: Summary level: 050, state:12> county:051",3352,1837,1596,901,1850,848,111,381,1157,2684,1306,1249,477,3407,2501,3341,5424,3076,39384,32023,4688,734,355,0,1584,34.0,25671,801,0,0,158,227,492,405,357,1072,551,768,1275,915,969,657,21225,1412,19161,1756,3818,4499,40192,224,40732,12,051
83,"Hernando County, Florida: Summary level: 050, state:12> county:053",717,5506,3700,1070,10429,4414,949,4566,8006,15584,6989,3335,3642,22106,14466,17519,6984,7832,181352,165227,9946,608,2283,47,3241,49.0,139440,1761,17,60,28,51,146,86,127,558,425,1797,1855,3319,3187,3483,25217,4754,73661,2844,7769,11687,184390,203,186313,12,053
84,"Highlands County, Florida: Summary level: 050, state:12> county:055",1786,2790,1178,497,5811,1471,233,1772,2934,8193,3553,1834,1503,9513,7165,8074,4425,4378,101271,83541,9987,197,1467,0,6079,53.5,79028,1402,0,0,0,74,82,101,360,764,444,1017,1316,1969,2114,1631,22059,3523,37078,872,3981,6031,102275,457,103437,12,055
85,"Hillsborough County, Florida: Summary level: 050, state:12> county:057",9042,48890,35420,19428,80137,35156,13497,74408,101811,151868,71194,30743,24652,272498,122933,170351,61120,69344,1369004,1002119,239119,4057,57655,1030,65024,37.2,973813,13756,387,307,884,774,1944,2671,3232,9936,4129,8584,14689,13988,16795,18302,30363,40325,736571,21253,71878,81763,1410780,2827,1422278,12,057
86,"Holmes County, Florida: Summary level: 050, state:12> county:059",380,859,213,174,810,412,90,244,628,1419,595,326,699,1950,1572,1385,1056,886,19117,17237,1356,266,131,60,67,42.7,14080,164,0,0,5,0,0,0,48,67,109,249,455,742,825,337,21699,658,7507,392,1029,1684,17634,17,19432,12,059
87,"Indian River County, Florida: Summary level: 050, state:12> county:061",1085,5069,2798,1442,9051,2006,557,4218,7896,12635,7267,2637,1965,19396,12386,14520,6568,5756,150763,133103,13633,385,2037,57,1548,53.5,118504,1470,0,61,0,232,111,302,305,586,459,663,1547,2150,1790,2933,27382,4078,62704,1576,6665,9570,152683,230,153989,12,061
88,"Jackson County, Florida: Summary level: 050, state:12> county:063",785,1261,638,377,2374,1055,128,695,739,4372,1460,620,2186,4903,3805,3663,1964,2355,46910,33057,12859,320,156,76,442,41.7,35094,342,16,26,13,10,92,60,18,162,226,665,1048,1521,2039,610,23053,1131,17821,827,1484,2250,40591,26,47945,12,063
89,"Jefferson County, Florida: Summary level: 050, state:12> county:065",231,417,153,49,541,239,56,234,465,1226,438,253,805,1755,1096,1271,630,355,13986,8894,4894,71,39,0,88,48.0,10980,96,0,0,0,0,28,9,8,92,124,198,337,382,476,230,27978,340,5447,11,322,545,12079,0,14161,12,065
90,"Lafayette County, Florida: Summary level: 050, state:12> county:067",403,175,181,16,376,80,4,24,147,558,200,73,244,675,438,605,438,325,8373,6931,1394,13,0,28,7,37.3,5938,175,0,0,0,0,12,2,25,74,24,228,283,330,220,96,21923,270,2751,151,495,533,7102,0,8637,12,067
91,"Lake County, Florida: Summary level: 050, state:12> county:069",2074,12361,6562,3099,19385,6247,2257,8952,14303,29655,22966,7738,6399,48836,30408,35147,13245,14362,338179,285337,37766,1440,7000,172,6464,46.9,255871,2268,25,85,132,63,114,251,433,1519,731,2369,3013,5223,5437,5214,27221,8232,150230,3883,12759,18258,342444,386,345867,12,069
92,"Lee County, Florida: Summary level: 050, state:12> county:071",2674,36214,10543,6785,45715,14320,4956,21219,39906,62096,38214,15668,10649,96475,63366,80145,37937,31036,724314,622299,63282,1395,11967,412,24959,48.5,554846,9371,125,73,284,713,1761,870,1914,5203,2712,4843,6308,9464,9041,11626,28529,17345,326304,12940,33654,49314,732479,1672,737468,12,071
93,"Leon County, Florida: Summary level: 050, state:12> county:073",637,5562,2945,2186,16521,4743,1929,8985,18565,39907,16689,7239,20719,67610,26077,35915,7460,9565,281640,177974,89536,570,10183,76,3301,31.0,172223,1545,11,58,86,29,123,64,130,215,209,1090,1030,1929,2304,2335,27751,11382,158009,2861,10832,9321,286368,137,289770,12,073
94,"Levy County, Florida: Summary level: 050, state:12> county:075",783,1917,886,300,2270,783,113,654,1153,3165,1598,903,891,3712,3809,3374,2654,1867,39378,35391,3541,67,349,0,30,46.9,29615,420,0,5,0,2,34,0,2,295,162,214,779,969,1038,556,21676,1042,16458,566,1943,3418,40142,157,40403,12,075
95,"Liberty County, Florida: Summary level: 050, state:12> county:077",171,255,143,16,294,148,0,75,90,458,82,61,530,591,426,571,370,365,8213,6682,1320,103,20,0,88,40.7,5962,50,0,7,21,0,9,5,32,9,131,43,201,255,270,78,21920,198,2521,98,380,551,6948,24,8345,12,077
96,"Madison County, Florida: Summary level: 050, state:12> county:079",222,333,637,169,868,321,18,141,380,1588,550,307,780,1826,1405,1394,630,1059,18356,10713,7128,63,163,5,284,43.5,13595,240,0,0,28,6,53,5,6,53,68,210,263,701,600,349,21243,310,6624,245,945,886,16371,0,18460,12,079
97,"Manatee County, Florida: Summary level: 050, state:12> county:081",1365,13350,12032,4071,24068,6361,2607,10620,20679,33207,19701,9011,5484,56630,32299,39949,15633,18045,376908,328110,33462,813,7975,189,6359,48.3,287043,3005,76,14,179,249,811,549,921,2524,501,2340,3430,4612,4525,5840,29551,10136,172692,5623,16023,23785,381199,1105,384213,12,081
98,"Marion County, Florida: Summary level: 050, state:12> county:083",3050,9633,7912,3145,19685,5410,1510,6748,13623,29658,12319,6798,6409,37834,27484,33042,12654,14886,345385,289561,45754,1008,5088,195,3779,48.7,263547,2792,29,18,111,100,278,312,206,1098,640,3612,3937,6099,6880,6643,24501,11418,137318,3624,14061,21414,344766,330,353526,12,083
99,"Martin County, Florida: Summary level: 050, state:12> county:085",1288,6133,3733,1417,7860,3274,1210,4733,8830,13626,7552,3657,2513,25049,13156,15770,6499,5352,156405,140110,9006,966,2226,141,3956,52.2,122630,1274,15,0,89,108,366,321,226,577,340,838,1487,1141,1904,2397,30801,3113,68939,2089,5313,8729,155929,156,159065,12,085
100,"Miami-Dade County, Florida: Summary level: 050, state:12> county:086",9270,104660,56701,48149,152680,105241,25576,102655,171758,262713,148215,79444,43420,432153,272777,330310,126573,148669,2653841,2028500,469202,5101,43152,790,107096,39.9,1914094,51746,903,611,2083,4717,9953,9940,12087,51681,16651,26765,42932,27296,28663,69072,24787,73430,1383912,42080,156825,238605,2675253,11727,2699428,12,086
101,"Monroe County, Florida: Summary level: 050, state:12> county:087",771,3586,971,848,3979,2551,398,2759,3838,5863,9630,2082,2780,12586,9634,9252,5519,3065,74864,66728,5545,81,1058,130,1322,47.7,59492,770,78,60,36,44,174,125,163,646,105,274,491,485,811,843,35539,1186,41242,1355,4174,7719,73835,184,75798,12,087
102,"Nassau County, Florida: Summary level: 050, state:12> county:089",347,2556,3083,717,4168,3367,512,2592,4237,7051,4472,2289,2148,13176,7141,8381,3834,5007,82116,75070,5031,398,851,0,766,45.3,61082,586,9,0,0,0,22,127,72,90,197,697,674,1143,1064,635,31965,1541,39080,1360,2596,4590,81911,19,83098,12,089
103,"Okaloosa County, Florida: Summary level: 050, state:12> county:091",568,6416,4214,1525,10470,3934,789,5849,11970,15759,13548,4652,9417,33945,19652,19157,8615,7742,193688,159371,20032,806,6188,275,7016,36.9,140078,1086,95,13,0,13,182,52,122,394,345,983,1312,2368,2049,1640,31212,4982,94093,3481,9380,9346,190732,146,203794,12,091
104,"Okeechobee County, Florida: Summary level: 050, state:12> county:093",1453,1862,764,479,1739,1047,75,497,1151,3025,1468,888,856,3330,3405,2625,3395,2549,40317,35138,3414,188,395,120,1062,41.1,28952,667,0,0,48,179,391,71,18,428,387,595,1179,1132,848,665,22631,1102,16406,872,2036,3203,38147,34,41144,12,093
105,"Orange County, Florida: Summary level: 050, state:12> county:095",2903,46039,31780,17535,79811,38825,14866,49143,95655,130459,130997,30032,20586,256286,138317,168264,53226,72538,1301187,857963,282677,3119,69700,1146,86582,35.1,904375,13552,301,228,465,1024,2520,2124,3124,7455,3542,6315,11367,13589,15864,22234,28064,37240,725871,22791,71460,80517,1338194,2940,1349746,12,095
106,"Osceola County, Florida: Summary level: 050, state:12> county:097",831,11913,5125,4459,24128,11312,1950,8762,18414,27636,37755,6875,5848,44574,40174,41337,15621,23302,338399,256320,40336,1529,9662,270,30282,35.9,232156,4813,44,13,11,246,470,630,873,1513,849,2170,3959,4540,4048,6626,23483,9295,174303,8334,15581,25382,350493,1509,351955,12,097
107,"Palm Beach County, Florida: Summary level: 050, state:12> county:099",6865,53723,28962,17423,86793,31147,13130,54331,105813,143260,80117,40546,22002,255373,149365,160832,60634,57908,1431363,1077422,273384,3056,39423,527,37551,44.8,1071994,20690,512,231,1949,2483,3978,3022,4319,11916,4347,8213,11637,13891,15399,20807,30762,42654,726766,24527,66468,93704,1451973,4581,1465027,12,099
108,"Pasco County, Florida: Summary level: 050, state:12> county:101",1237,18120,11096,5686,30459,10396,4156,17819,28001,50650,21624,10806,8011,79849,39648,55966,21505,21093,510500,456080,30221,1954,13580,320,8345,44.5,380729,3489,65,64,44,211,475,554,579,2008,1081,3417,5170,7375,7494,8004,27455,13282,231343,6025,21228,31217,518687,1064,524602,12,101
109,"Pinellas County, Florida: Summary level: 050, state:12> county:103",1186,25648,32164,11008,57325,18339,8343,43664,65325,100096,50466,23581,15886,178281,81433,118563,30355,44399,934476,785739,98942,2812,32679,908,13396,48.1,741396,7692,225,85,94,241,721,695,1073,2501,1865,5395,6641,11796,11011,14558,30009,25736,478767,10871,35762,55850,953053,1325,964666,12,103
110,"Polk County, Florida: Summary level: 050, state:12> county:105",4631,22809,16837,7956,42094,18453,3911,18540,30618,54249,41158,13384,10665,84144,58115,69409,31068,42569,669267,528843,104676,2358,12244,301,20845,40.2,475256,9339,59,212,322,534,1836,1149,1739,4508,2228,6412,9457,11951,11063,10242,26032,17944,303249,11689,32371,40529,678029,1447,686218,12,105
111,"Putnam County, Florida: Summary level: 050, state:12> county:107",1118,3187,2080,403,3330,1559,286,1003,2294,5966,2020,1304,1318,6281,5716,5631,4400,3840,71853,58814,11922,309,456,5,347,45.1,52277,727,10,0,103,80,79,175,64,311,273,1199,1166,1981,2063,1270,21486,2464,28332,875,3593,7042,72177,37,73252,12,107
112,"St. Johns County, Florida: Summary level: 050, state:12> county:109",1127,6572,6469,2835,12725,4871,1535,14184,15298,23491,12819,4979,5411,52157,17509,27444,7074,8132,238704,216331,13224,943,6595,192,1419,43.7,173403,965,49,28,23,52,73,26,159,722,212,580,915,1752,1780,1640,36462,5474,117790,2690,6780,9657,243056,346,244674,12,109
113,"St. Lucie County, Florida: Summary level: 050, state:12> county:111",1384,12446,6373,3373,20505,7044,2443,6179,15314,29334,14561,8190,5204,38014,29099,33171,16326,15740,305434,228616,63087,1284,6383,268,5796,45.1,227271,4181,16,49,255,269,645,338,1011,2522,907,2247,2866,5672,4337,5793,26425,7941,140291,5856,13993,21605,310499,1160,312947,12,111
114,"Santa Rosa County, Florida: Summary level: 050, state:12> county:113",795,5734,3571,1294,8701,4591,1349,5710,8931,16635,8209,3927,5980,28851,12795,17927,8133,7721,167600,149250,10858,936,3423,441,2692,39.9,122166,578,118,36,26,0,26,14,205,291,302,1074,1408,2046,2426,2032,31273,4312,79739,1697,6336,7367,165459,40,174755,12,113
115,"Sarasota County, Florida: Summary level: 050, state:12> county:115",1115,13441,8896,3270,23258,6209,2900,12932,23253,37562,21875,10061,5287,59806,35772,43410,15634,15437,411960,381414,19002,667,7129,79,3669,56.1,335030,2616,46,86,112,93,202,429,380,909,588,2221,1860,4529,4190,4875,31707,7810,177869,5886,15745,23507,415664,588,419496,12,115
116,"Seminole County, Florida: Summary level: 050, state:12> county:117",601,15137,12900,5613,25715,10719,6853,21579,38592,51712,24545,11306,7226,105802,34507,58121,14892,19176,447181,349813,55186,1317,20895,263,19707,39.2,324951,3033,70,31,37,42,157,153,399,805,283,1319,1926,2359,3281,4666,32734,12154,244652,5485,17031,20542,458233,649,461402,12,117
117,"Sumter County, Florida: Summary level: 050, state:12> county:119",346,1969,1035,338,3991,1389,426,1916,2992,4379,3416,1728,1336,7730,5722,6584,2389,2836,123182,111290,8818,416,1105,100,1453,67.4,112211,743,0,26,24,11,50,40,82,255,490,708,928,1942,1597,1921,27579,979,26240,1275,1495,3690,115706,49,125044,12,119
118,"Suwannee County, Florida: Summary level: 050, state:12> county:121",1209,1605,1005,205,1896,1026,268,762,1261,3392,1646,831,1672,4545,4046,3184,2559,2444,42691,36431,5683,58,55,23,441,43.3,31135,251,8,0,0,0,177,7,109,368,132,637,912,724,1324,850,22987,1071,17849,584,1775,3419,42517,145,44046,12,121
119,"Taylor County, Florida: Summary level: 050, state:12> county:123",172,514,988,91,841,189,49,197,425,1236,758,390,576,1599,1397,1464,880,1086,21690,16678,4397,69,167,0,379,42.0,16100,108,0,0,29,0,50,22,147,26,96,343,483,1023,811,280,21515,405,6831,240,596,910,18108,0,21870,12,123
120,"Union County, Florida: Summary level: 050, state:12> county:125",152,188,223,53,381,293,29,228,295,797,167,190,675,1094,933,733,290,621,15037,11268,3359,116,93,10,191,39.3,11218,36,0,0,0,18,8,10,22,53,52,279,670,723,707,58,23031,273,3944,199,255,570,9538,7,15303,12,125
121,"Volusia County, Florida: Summary level: 050, state:12> county:127",1504,19395,13262,5674,31231,11433,4176,16713,25198,48681,27859,12185,9617,72134,47154,58282,23919,25439,525181,436700,58584,1830,9618,158,18291,46.6,397329,3584,65,82,57,159,405,155,873,1330,1005,3100,4530,7658,7809,6914,26792,11610,238538,6479,21800,32115,531217,675,536487,12,127
122,"Wakulla County, Florida: Summary level: 050, state:12> county:129",165,1456,690,170,1229,415,162,747,1256,2925,1101,864,2443,5215,3005,2757,1817,829,32014,26579,4874,66,167,0,328,40.6,23343,136,0,0,11,0,22,19,4,58,109,288,420,775,625,398,31163,789,14412,156,910,1511,28914,0,32321,12,129
123,"Walton County, Florida: Summary level: 050, state:12> county:131",260,3527,1027,661,3499,1452,334,3122,4651,4431,4328,1290,2029,10900,6319,7820,3376,2196,65613,59228,3156,383,705,0,2141,44.0,50028,332,0,0,16,0,8,0,46,180,205,621,845,1421,1165,590,28513,1552,32163,907,3035,4542,66278,36,68262,12,131
124,"Washington County, Florida: Summary level: 050, state:12> county:133",198,1083,443,134,944,386,161,314,768,1634,831,483,1102,2442,1936,1647,1408,1048,24343,19725,3764,348,167,103,236,41.5,17881,211,5,7,0,7,0,16,85,120,152,404,487,733,776,349,21452,824,9305,268,921,1596,21952,35,24764,12,133
125,"Adams County, Illinois: Summary level: 050, state:17> county:001",808,1762,4122,1535,4698,1803,518,1811,1851,8532,2766,1530,941,10586,6107,7425,2799,5760,65088,61406,2731,297,527,14,113,41.5,46125,258,0,6,0,33,31,25,2,23,36,520,408,746,897,466,30499,1505,34182,651,974,1442,64844,7,66085,17,001
126,"Alexander County, Illinois: Summary level: 050, state:17> county:003",20,114,183,123,222,239,27,60,121,569,229,84,111,535,554,425,153,435,6142,3954,2094,37,0,35,22,45.3,4497,45,0,0,0,0,0,4,0,0,13,127,81,135,149,51,21845,161,2263,39,48,387,6181,0,6260,17,003
127,"Bond County, Illinois: Summary level: 050, state:17> county:005",284,528,863,241,800,545,101,325,569,2036,597,314,214,2226,1315,1690,817,1369,16540,15077,1264,84,59,0,56,41.6,11741,77,0,0,0,0,0,0,3,64,51,127,195,260,342,147,27042,236,7653,188,286,380,15347,26,16589,17,005
128,"Boone County, Illinois: Summary level: 050, state:17> county:007",635,1704,6032,685,3178,1703,384,1113,2070,4269,2272,907,825,7558,4123,5414,2847,5835,52246,46852,1184,183,632,0,3395,38.5,35008,571,17,9,69,50,64,262,87,487,268,245,471,687,644,898,30257,1697,27474,399,1042,1657,53129,89,53537,17,007
129,"Brown County, Illinois: Summary level: 050, state:17> county:009",152,171,217,463,249,147,36,76,82,407,176,89,158,714,344,490,330,545,6605,5265,1272,24,0,0,44,38.9,4863,28,2,0,0,0,5,0,24,0,9,136,121,162,240,99,30690,94,2517,58,55,188,4753,0,6628,17,009
130,"Bureau County, Illinois: Summary level: 050, state:17> county:011",964,903,2547,625,2282,994,187,613,658,3595,1300,768,454,4520,2995,3266,1594,3515,32668,30937,350,65,291,3,1022,44.4,23582,202,10,0,0,22,24,41,13,85,15,207,193,427,495,431,29091,835,16725,245,560,677,32755,39,33122,17,011
131,"Calhoun County, Illinois: Summary level: 050, state:17> county:013",131,215,138,46,157,84,8,149,114,551,202,122,79,729,349,384,277,257,4803,4719,15,25,43,0,1,46.8,3490,44,0,0,4,0,0,3,0,4,0,59,62,38,57,23,27843,63,2059,4,17,44,4750,0,4830,17,013
132,"Carroll County, Illinois: Summary level: 050, state:17> county:015",491,388,1405,164,618,356,126,329,433,1405,321,260,274,2088,997,1268,637,1580,14243,13883,179,11,111,0,59,48.3,10663,99,0,0,0,0,0,0,6,0,8,58,186,170,225,190,29036,393,6963,102,298,454,14182,8,14466,17,015
133,"Cass County, Illinois: Summary level: 050, state:17> county:017",428,315,1259,308,590,352,89,369,241,1029,376,214,408,1257,1083,1140,826,1672,12359,11058,652,22,45,1,581,40.0,8503,136,6,0,0,0,19,8,10,51,45,147,272,280,175,209,29595,414,6392,98,212,365,12358,0,12493,17,017
134,"Champaign County, Illinois: Summary level: 050, state:17> county:019",1176,3541,7734,2540,10309,4835,2254,5326,7643,40227,10811,3998,2812,47708,17697,19867,5380,12554,204346,150820,28283,348,22579,179,2137,30.1,121964,704,56,0,0,1,41,12,27,287,215,428,482,1064,1690,1092,28603,5191,108397,709,4170,3045,208115,338,209922,17,019
135,"Christian County, Illinois: Summary level: 050, state:17> county:021",733,891,1934,308,1389,1058,314,612,842,3815,1077,814,917,4719,2665,2840,1756,2724,32556,31774,436,100,208,36,2,43.4,23675,194,0,4,0,5,0,3,17,36,55,327,334,453,718,293,30053,497,15201,173,430,741,31256,13,32931,17,021
136,"Clark County, Illinois: Summary level: 050, state:17> county:023",458,468,1636,164,790,482,134,324,397,1633,428,366,292,2099,1352,1471,805,1845,15527,15220,107,10,98,0,92,42.3,10941,46,0,0,0,12,0,0,17,5,9,146,86,87,286,92,31515,444,8016,125,232,365,15505,0,15716,17,023
137,"Clay County, Illinois: Summary level: 050, state:17> county:025",436,348,1511,103,625,287,58,265,235,1435,232,280,215,1539,911,1131,652,1797,12964,12782,107,32,42,0,1,42.6,9338,59,0,13,16,3,0,15,0,5,18,163,142,299,199,191,26802,318,6348,117,220,497,13119,3,13287,17,025
138,"Clinton County, Illinois: Summary level: 050, state:17> county:027",931,1680,2213,712,1714,992,295,992,1484,4694,1309,692,948,6933,2987,3265,2120,3351,37048,35247,1298,96,214,0,193,40.6,26720,109,0,0,5,0,15,67,13,136,23,712,293,531,483,262,34187,495,19151,235,396,707,35508,0,37634,17,027
139,"Coles County, Illinois: Summary level: 050, state:17> county:029",642,1233,3846,320,2968,823,697,1123,1551,7517,2497,1160,617,8304,4835,5259,1889,4707,50601,47722,2019,111,625,20,104,35.7,32961,242,0,32,0,39,25,0,20,74,60,445,157,833,631,288,25029,1498,26492,390,1470,1150,50657,97,51353,17,029
140,"Cook County, Illinois: Summary level: 050, state:17> county:031",4425,119785,247161,70291,243740,188355,53821,208169,378949,586136,248616,126368,91514,1052071,454594,551604,151272,357789,5060136,2946314,1217416,14911,379444,1982,500069,36.8,3587576,62546,825,724,2369,5914,11061,8444,11594,66531,12813,51327,39493,50690,62660,74889,32955,193007,2760337,40814,177415,225708,5151562,9213,5198275,17,031
141,"Crawford County, Illinois: Summary level: 050, state:17> county:033",347,510,1687,91,688,303,109,386,386,1861,411,443,423,2332,1465,1462,730,1656,18515,17119,1231,15,61,14,75,41.8,13776,59,0,0,20,0,25,0,11,98,19,271,238,418,676,231,26611,430,8075,202,304,513,16659,1,18972,17,033
142,"Cumberland County, Illinois: Summary level: 050, state:17> county:035",205,394,1164,229,585,266,59,268,198,1263,403,243,119,1469,914,1028,776,1209,10661,10544,8,4,46,6,53,42.5,7615,77,0,10,0,0,0,5,0,17,1,91,108,187,121,99,29450,167,5563,70,203,266,10711,29,10836,17,035
143,"DeKalb County, Illinois: Summary level: 050, state:17> county:037",1231,2875,6500,1487,6828,3064,866,2564,4569,13956,5796,2059,1725,18271,10751,11508,4642,8348,101816,87649,8258,102,2379,0,3428,31.1,61396,545,19,21,38,0,64,33,38,405,157,632,532,550,933,760,28262,3616,57136,364,3082,2015,103654,4,104366,17,037
144,"De Witt County, Illinois: Summary level: 050, state:17> county:039",271,610,870,219,983,517,103,768,551,1699,571,537,227,2553,1345,1711,968,1349,15620,15305,85,7,4,12,207,43.6,11381,36,1,0,0,4,27,1,9,21,4,152,100,129,348,133,29287,398,8324,22,298,327,15649,3,15932,17,039
145,"Douglas County, Illinois: Summary level: 050, state:17> county:041",457,733,1954,319,1056,576,150,527,283,1953,788,475,251,2440,1471,2273,1148,2190,19378,18792,135,130,131,14,176,37.8,13113,104,0,0,0,0,4,0,11,40,11,1182,172,372,159,145,30459,387,9909,953,886,862,19464,151,19623,17,041
146,"DuPage County, Illinois: Summary level: 050, state:17> county:043",1139,24189,59632,19941,48892,30915,11393,43479,72908,103967,41628,22110,11354,229527,62924,116209,26903,55984,902732,713707,44755,2016,110163,422,31669,39.3,635683,7969,129,47,66,345,639,592,1564,5256,1302,4966,2857,4913,5005,8833,41943,20833,512380,7348,16824,22938,923090,1667,929060,17,043
147,"Edgar County, Illinois: Summary level: 050, state:17> county:045",649,419,1716,149,901,371,28,376,415,1956,514,356,368,2347,1433,1472,912,2054,17343,17212,53,12,31,0,35,45.2,12655,151,0,11,0,0,0,32,1,33,12,236,106,288,170,216,27974,449,8667,174,242,425,17119,4,17407,17,045
148,"Edwards County, Illinois: Summary level: 050, state:17> county:047",366,167,661,91,319,175,22,101,106,532,127,178,84,775,375,472,482,825,6364,6250,57,39,18,0,0,43.5,4516,36,0,0,0,0,0,0,10,12,0,54,28,72,82,68,29449,164,3093,48,142,211,6428,0,6455,17,047
149,"Effingham County, Illinois: Summary level: 050, state:17> county:049",665,1273,2614,670,2296,957,166,744,1055,3843,1439,1112,445,5522,2740,3829,1928,3260,33820,33128,231,30,180,0,251,39.4,23379,87,0,14,54,0,10,2,4,33,23,507,113,327,258,190,30369,491,17770,235,594,736,33733,4,34137,17,049
150,"Fayette County, Illinois: Summary level: 050, state:17> county:051",623,549,1307,288,1131,403,48,352,314,2027,748,395,575,2309,1877,1718,1050,1806,21477,20245,1007,68,116,28,13,41.9,15303,170,0,0,0,16,22,0,0,134,24,390,340,611,587,185,24407,525,9285,277,475,882,19948,10,21565,17,051
151,"Ford County, Illinois: Summary level: 050, state:17> county:053",480,387,774,222,648,401,77,404,370,1549,324,512,158,2124,1004,1220,815,1143,13183,12610,150,69,87,4,263,43.4,9287,71,0,0,3,1,22,0,0,13,52,105,75,172,231,143,30083,298,6604,108,235,296,12872,0,13270,17,053
152,"Franklin County, Illinois: Summary level: 050, state:17> county:055",945,910,1938,342,2249,749,154,777,848,3999,1429,728,736,4321,3187,3358,2136,2802,38509,37716,334,93,206,27,133,42.8,27508,122,0,9,6,0,10,19,4,35,56,451,383,679,664,607,24243,1280,17084,161,1044,1186,38438,33,38923,17,055
153,"Fulton County, Illinois: Summary level: 050, state:17> county:057",551,931,1987,419,1732,841,268,564,1003,4227,1019,721,753,4815,3060,2712,1661,2768,34645,33002,1325,165,28,21,104,43.2,25443,173,1,9,0,3,17,1,15,51,58,480,335,652,765,328,26843,1023,16039,241,509,1254,32562,13,35092,17,057
154,"Gallatin County, Illinois: Summary level: 050, state:17> county:059",187,159,249,57,311,219,6,51,87,531,88,60,119,564,394,385,355,426,4960,4888,26,26,6,0,14,45.6,3704,21,0,0,0,0,1,0,22,7,69,70,60,104,101,30,26342,105,2229,8,39,101,5064,2,5064,17,059
155,"Greene County, Illinois: Summary level: 050, state:17> county:061",382,464,859,108,887,304,52,227,356,1507,418,301,288,1564,1466,1188,647,1288,13004,12723,184,0,27,7,63,42.5,9336,58,0,0,0,1,0,5,0,21,24,168,100,221,182,99,25938,161,6314,91,272,391,12849,4,13132,17,061
156,"Grundy County, Illinois: Summary level: 050, state:17> county:063",360,2533,3006,764,3528,2525,335,966,1983,5463,1708,1368,818,7738,4052,5560,3314,4693,49744,47276,696,35,410,19,1308,37.9,33798,208,0,0,2,6,66,2,44,195,2,192,219,419,386,555,40057,1101,26458,395,553,915,50343,0,50666,17,063
157,"Hamilton County, Illinois: Summary level: 050, state:17> county:065",750,115,396,39,245,199,4,109,130,1019,194,190,169,1172,638,464,667,618,8176,8114,33,0,12,0,17,43.6,5790,50,0,8,34,0,11,5,0,0,0,205,83,79,146,124,28482,110,3669,102,102,233,8100,0,8176,17,065
158,"Hancock County, Illinois: Summary level: 050, state:17> county:067",609,527,1160,366,1030,658,107,294,483,1924,403,364,208,2428,1203,1746,1121,1635,17710,17512,109,4,66,0,19,46.0,12954,61,0,0,4,0,0,0,0,0,7,101,125,209,206,137,29026,484,8617,26,177,330,17784,9,17983,17,067
159,"Hardin County, Illinois: Summary level: 050, state:17> county:069",257,65,126,13,77,151,0,26,8,418,60,43,66,362,250,180,247,271,3882,3764,107,7,4,0,0,46.8,2991,61,0,0,0,5,61,0,0,0,4,75,112,119,110,62,23420,206,1516,0,159,153,3841,0,3939,17,069
160,"Henderson County, Illinois: Summary level: 050, state:17> county:071",238,269,612,116,274,215,74,153,168,696,185,207,87,1081,512,570,517,614,6695,6647,9,0,39,0,0,50.0,5076,14,0,0,0,0,0,0,2,2,20,64,45,133,82,85,27336,191,3485,41,156,193,6754,2,6809,17,071
