school,district,type,county,total_students,total_vaccinated,vaccinated_perc,in_progress,unvacinated,total_waivers,waivers_perc,medical_waivers_n,medical_waivers_perc,religion_waivers_n,religion_wavers_perc,phil_waivers_n,phil_waivers_perc,year,state
White Pine Montessori,Mt. Pleasant City School District,Priv,Isabella,6,5,83.3,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Renaissance Pub Sch Academy,Renaissance Public School Academy,Pub,Isabella,51,43,84.3,1,1,6,11.8,1,2.0,4,7.8,1,2.0,2019,MI
Shepherd  Elementary School,Shepherd Public School District,Pub,Isabella,96,92,95.8,2,0,2,2.1,0,0.0,1,1.0,1,1.0,2019,MI
Winn Elementary School,Shepherd Public School District,Pub,Isabella,19,18,94.7,0,0,1,5.3,0,0.0,0,0.0,1,5.3,2019,MI
Columbia Elementary School,Columbia School District,Pub,Jackson,130,120,92.3,0,0,10,7.7,0,0.0,2,1.5,8,6.2,2019,MI
Concord Community Elem School,Concord Community Schools,Pub,Jackson,25,25,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
The da Vinci Institute Primary School,Da Vinci Institute,Pub,Jackson,13,13,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
East Jackson Elementary School,East Jackson Community Schools,Pub,Jackson,64,61,95.3,0,0,3,4.7,1,1.6,0,0.0,2,3.1,2019,MI
Francis Street Primary School,Francis Street Primary School,Pub,Jackson,16,16,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
George Long Elementary,Grass Lake Community Schools,Pub,Jackson,139,133,95.7,0,0,6,4.3,0,0.0,1,0.7,5,3.6,2019,MI
Hanover-Horton Elementary School,Hanover-Horton Schools,Pub,Jackson,117,111,94.9,0,2,4,3.4,0,0.0,0,0.0,4,3.4,2019,MI
Local Based Special Education Program,Jackson ISD,Pub,Jackson,6,6,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Jackson Christian Elementary School,Jackson Public Schools,Priv,Jackson,17,14,82.4,0,0,3,17.6,0,0.0,0,0.0,3,17.6,2019,MI
St Mary Star of the Sea School,Jackson Public Schools,Priv,Jackson,17,15,88.2,0,0,2,11.8,0,0.0,0,0.0,2,11.8,2019,MI
St John Elementary,Jackson Public Schools,Priv,Jackson,23,22,95.7,0,0,1,4.3,0,0.0,0,0.0,1,4.3,2019,MI
JPS Montessori School,Jackson Public Schools,Priv,Jackson,21,19,90.5,1,0,1,4.8,0,0.0,0,0.0,1,4.8,2019,MI
Bennett Elementary School,Jackson Public Schools,Pub,Jackson,87,85,97.7,1,0,1,1.1,0,0.0,1,1.1,0,0.0,2019,MI
Cascades Elementary School,Jackson Public Schools,Pub,Jackson,95,92,96.8,0,0,3,3.2,0,0.0,2,2.1,1,1.1,2019,MI
Dibble Elementary School,Jackson Public Schools,Pub,Jackson,48,45,93.8,1,0,2,4.2,0,0.0,0,0.0,2,4.2,2019,MI
Hunt Elementary School,Jackson Public Schools,Pub,Jackson,41,39,95.1,0,0,2,4.9,0,0.0,2,4.9,0,0.0,2019,MI
Queen of Miraculous Medal School,Jackson Public Schools,Priv,Jackson,29,27,93.1,0,0,2,6.9,1,3.4,0,0.0,1,3.4,2019,MI
Sharp Park School,Jackson Public Schools,Pub,Jackson,76,70,92.1,0,0,6,7.9,0,0.0,3,3.9,3,3.9,2019,MI
Arnold Elementary School,Michigan Center School District,Pub,Jackson,133,124,93.2,2,0,7,5.3,2,1.5,3,2.3,2,1.5,2019,MI
Ezra Eby Elementary School,Napoleon Community Schools,Pub,Jackson,87,79,90.8,1,0,7,8.0,0,0.0,0,0.0,7,8.0,2019,MI
Northwest Early Elementary School,Northwest Community Schools,Pub,Jackson,341,331,97.1,1,2,7,2.1,0,0.0,2,0.6,5,1.5,2019,MI
Paragon Charter Academy,Paragon Charter Academy,Pub,Jackson,87,75,86.2,0,0,12,13.8,1,1.1,0,0.0,11,12.6,2019,MI
Springport Elementary School,Springport Public Schools,Pub,Jackson,88,86,97.7,0,0,2,2.3,0,0.0,1,1.1,1,1.1,2019,MI
Townsend Elementary School,Vandercook Lake Public Schools,Pub,Jackson,60,58,96.7,0,0,2,3.3,0,0.0,0,0.0,2,3.3,2019,MI
Parma Elementary School,Western School District,Pub,Jackson,78,69,88.5,1,0,8,10.3,1,1.3,0,0.0,7,9.0,2019,MI
Warner Elementary School,Western School District,Pub,Jackson,81,75,92.6,1,0,5,6.2,0,0.0,0,0.0,5,6.2,2019,MI
Bean Elementary School,Western School District,Pub,Jackson,88,86,97.7,0,0,2,2.3,0,0.0,0,0.0,2,2.3,2019,MI
Trinity Lutheran School,Western School District,Priv,Jackson,11,8,72.7,0,0,3,27.3,2,18.2,1,9.1,0,0.0,2019,MI
Augusta Academy,Augusta Academy,Pub,Kalamazoo,10,9,90.0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Climax-Scotts Elementary School,Climax-Scotts Community Schools,Pub,Kalamazoo,34,32,94.1,0,1,1,2.9,0,0.0,0,0.0,1,2.9,2019,MI
Comstock STEM Elementary School,Comstock Public Schools,Pub,Kalamazoo,22,22,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Comstock Elementary School,Comstock Public Schools,Pub,Kalamazoo,133,127,95.5,1,4,1,0.8,0,0.0,0,0.0,1,0.8,2019,MI
Forest Academy,Forest Academy,Pub,Kalamazoo,15,14,93.3,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Galesburg-Augusta Primary School,Galesburg-Augusta Community Schools,Pub,Kalamazoo,73,73,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Light of Christ Academy,Galesburg-Augusta Community Schools,Priv,Kalamazoo,14,13,92.9,0,0,1,7.1,0,0.0,1,7.1,0,0.0,2019,MI
Bedford Community Family Learning Center,Gull Lake Community Schools,Pub,Kalamazoo,47,30,63.8,0,1,16,34.0,0,0.0,3,6.4,13,27.7,2019,MI
Kellogg Elementary School,Gull Lake Community Schools,Pub,Kalamazoo,91,89,97.8,0,0,2,2.2,1,1.1,0,0.0,1,1.1,2019,MI
Richland Elementary School,Gull Lake Community Schools,Pub,Kalamazoo,129,122,94.6,0,0,7,5.4,0,0.0,1,0.8,6,4.7,2019,MI
Montessori Children's Center,Kalamazoo Public School District,Priv,Kalamazoo,22,20,90.9,0,1,1,4.5,0,0.0,0,0.0,1,4.5,2019,MI
Kalamazoo Christian 12th Street Campus,Kalamazoo Public School District,Priv,Kalamazoo,73,68,93.2,0,1,4,5.5,0,0.0,1,1.4,3,4.1,2019,MI
Kazoo School,Kalamazoo Public School District,Priv,Kalamazoo,9,6,66.7,0,0,3,33.3,1,11.1,0,0.0,2,22.2,2019,MI
St. Augustine Cathedral School,Kalamazoo Public School District,Priv,Kalamazoo,20,19,95.0,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Washington Writers Academy,Kalamazoo Public School District,Pub,Kalamazoo,39,36,92.3,1,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Winchell Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,77,72,93.5,0,4,1,1.3,0,0.0,0,0.0,1,1.3,2019,MI
The Gagie School,Kalamazoo Public School District,Priv,Kalamazoo,36,35,97.2,0,0,1,2.8,0,0.0,0,0.0,1,2.8,2019,MI
Woodward School for Technology Research,Kalamazoo Public School District,Pub,Kalamazoo,34,34,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Spring Valley Center for Exploration,Kalamazoo Public School District,Pub,Kalamazoo,39,37,94.9,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
King-Westwood Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,79,76,96.2,1,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
St Monica School,Kalamazoo Public School District,Priv,Kalamazoo,23,20,87.0,0,1,2,8.7,0,0.0,0,0.0,2,8.7,2019,MI
Tree of Life,Kalamazoo Public School District,Priv,Kalamazoo,9,7,77.8,0,0,2,22.2,1,11.1,1,11.1,0,0.0,2019,MI
Arcadia Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,58,57,98.3,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Lincoln International Studies School,Kalamazoo Public School District,Pub,Kalamazoo,29,28,96.6,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Milwood Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,61,58,95.1,0,2,1,1.6,0,0.0,1,1.6,0,0.0,2019,MI
Providence Christian School,Kalamazoo Public School District,Priv,Kalamazoo,6,6,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
El Sol Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,68,67,98.5,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Prairie Ridge Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,92,89,96.7,0,3,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Edison Environmental Science Academy,Kalamazoo Public School District,Pub,Kalamazoo,30,29,96.7,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Greenwood Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,35,35,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Indian Prairie Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,75,71,94.7,0,0,4,5.3,0,0.0,1,1.3,3,4.0,2019,MI
Northeastern Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,40,37,92.5,1,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Northglade Montessori School,Kalamazoo Public School District,Pub,Kalamazoo,51,48,94.1,0,2,1,2.0,0,0.0,0,0.0,1,2.0,2019,MI
Woods Lake Elementary:A Magnet Center For The Arts,Kalamazoo Public School District,Pub,Kalamazoo,102,92,90.2,1,5,4,3.9,0,0.0,1,1.0,3,2.9,2019,MI
Parkwood-Upjohn Elementary School,Kalamazoo Public School District,Pub,Kalamazoo,99,92,92.9,2,4,1,1.0,0,0.0,1,1.0,0,0.0,2019,MI
Heritage Christian Academy,Kalamazoo Public School District,Priv,Kalamazoo,25,17,68.0,0,0,8,32.0,0,0.0,1,4.0,7,28.0,2019,MI
WoodsEdge Learning Center,Kalamazoo R.E.S.A.,Pub,Kalamazoo,7,7,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Oakland Academy,Oakland Academy,Pub,Kalamazoo,18,16,88.9,0,0,2,11.1,0,0.0,0,0.0,2,11.1,2019,MI
Paramount Charter Academy,Paramount Charter Academy,Pub,Kalamazoo,55,51,92.7,1,2,1,1.8,0,0.0,1,1.8,0,0.0,2019,MI
Northwood Elementary School,Parchment School District,Pub,Kalamazoo,50,46,92.0,0,2,2,4.0,0,0.0,2,4.0,0,0.0,2019,MI
Central Elementary,Parchment School District,Pub,Kalamazoo,74,71,95.9,0,2,1,1.4,0,0.0,0,0.0,1,1.4,2019,MI
Kalamazoo Country Day,Portage Public Schools,Priv,Kalamazoo,17,17,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Woodland Elementary School,Portage Public Schools,Pub,Kalamazoo,71,69,97.2,0,1,1,1.4,1,1.4,0,0.0,0,0.0,2019,MI
Portage Central Elementary School,Portage Public Schools,Pub,Kalamazoo,82,78,95.1,0,3,1,1.2,0,0.0,0,0.0,1,1.2,2019,MI
Moorsbridge Elementary,Portage Public Schools,Pub,Kalamazoo,111,108,97.3,0,0,3,2.7,1,0.9,0,0.0,2,1.8,2019,MI
Haverhill Elementary School,Portage Public Schools,Pub,Kalamazoo,79,74,93.7,0,2,3,3.8,0,0.0,2,2.5,1,1.3,2019,MI
Portage Lake Center Elementary,Portage Public Schools,Pub,Kalamazoo,92,88,95.7,0,4,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
12th Street Elementary School,Portage Public Schools,Pub,Kalamazoo,149,139,93.3,0,6,4,2.7,1,0.7,0,0.0,3,2.0,2019,MI
Amberly Elementary School,Portage Public Schools,Pub,Kalamazoo,110,109,99.1,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Angling Road Elementary School,Portage Public Schools,Pub,Kalamazoo,59,57,96.6,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
St. Michael's Lutheran School,Portage Public Schools,Priv,Kalamazoo,15,13,86.7,0,1,1,6.7,0,0.0,0,0.0,1,6.7,2019,MI
Schoolcraft Elementary School,Schoolcraft Community Schools,Pub,Kalamazoo,113,110,97.3,0,2,1,0.9,0,0.0,1,0.9,0,0.0,2019,MI
Tobey Elementary School,Vicksburg Community Schools,Pub,Kalamazoo,68,67,98.5,0,0,1,1.5,0,0.0,0,0.0,1,1.5,2019,MI
Sunset Lake Elementary,Vicksburg Community Schools,Pub,Kalamazoo,102,96,94.1,0,3,3,2.9,0,0.0,2,2.0,1,1.0,2019,MI
Indian Lake Elementary School,Vicksburg Community Schools,Pub,Kalamazoo,61,55,90.2,0,2,4,6.6,1,1.6,1,1.6,2,3.3,2019,MI
Fife Lake Elementary School,Forest Area Community Schools,Pub,Kalkaska,34,30,88.2,0,0,4,11.8,0,0.0,1,2.9,3,8.8,2019,MI
Rapid City Elementary School,Kalkaska Public Schools,Pub,Kalkaska,16,14,87.5,0,0,2,12.5,0,0.0,0,0.0,2,12.5,2019,MI
Birch Street Elementary School,Kalkaska Public Schools,Pub,Kalkaska,95,77,81.1,0,2,16,16.8,2,2.1,5,5.3,9,9.5,2019,MI
Byron Center Charter School,Byron Center Charter School,Pub,Kent,19,16,84.2,0,0,3,15.8,0,0.0,2,10.5,1,5.3,2019,MI
Marshall Elementary School,Byron Center Public Schools,Pub,Kent,118,116,98.3,0,0,2,1.7,1,0.8,1,0.8,0,0.0,2019,MI
Brown Elementary School,Byron Center Public Schools,Pub,Kent,140,133,95.0,0,0,7,5.0,1,0.7,0,0.0,6,4.3,2019,MI
Zion Christian School,Byron Center Public Schools,Priv,Kent,41,36,87.8,0,0,5,12.2,0,0.0,1,2.4,4,9.8,2019,MI
Byron Center Christian School,Byron Center Public Schools,Priv,Kent,56,53,94.6,0,0,3,5.4,0,0.0,2,3.6,1,1.8,2019,MI
Countryside Elementary School,Byron Center Public Schools,Pub,Kent,141,139,98.6,1,0,1,0.7,1,0.7,0,0.0,0,0.0,2019,MI
Emmons Lake Elem School,Caledonia Community Schools,Pub,Kent,62,60,96.8,0,0,2,3.2,0,0.0,2,3.2,0,0.0,2019,MI
Dutton Christian School,Caledonia Community Schools,Priv,Kent,69,68,98.6,0,0,1,1.4,0,0.0,0,0.0,1,1.4,2019,MI
Caledonia Elementary,Caledonia Community Schools,Pub,Kent,59,58,98.3,0,0,1,1.7,0,0.0,0,0.0,1,1.7,2019,MI
Kettle Lake Elementary,Caledonia Community Schools,Pub,Kent,72,65,90.3,0,2,5,6.9,0,0.0,1,1.4,4,5.6,2019,MI
Paris Ridge Elementary School,Caledonia Community Schools,Pub,Kent,70,67,95.7,0,1,2,2.9,0,0.0,1,1.4,1,1.4,2019,MI
Duncan Lake Early Childhood Ctr KD,Caledonia Community Schools,Priv,Kent,64,62,96.9,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Dutton Elementary School,Caledonia Community Schools,Pub,Kent,51,51,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Cedar Trails Elementary School,Cedar Springs Public Schools,Pub,Kent,256,246,96.1,1,3,6,2.3,0,0.0,5,2.0,1,0.4,2019,MI
Chandler Woods Charter Academy,Chandler Woods Charter Academy,Pub,Kent,86,74,86.0,0,4,8,9.3,0,0.0,3,3.5,5,5.8,2019,MI
Stoney Creek Elementary,Comstock Park Public Schools,Pub,Kent,173,169,97.7,2,0,2,1.2,0,0.0,0,0.0,2,1.2,2019,MI
Creative Technologies Academy,Creative Technologies Academy,Pub,Kent,19,17,89.5,0,0,2,10.5,0,0.0,1,5.3,1,5.3,2019,MI
Cross Creek Charter Academy,Cross Creek Charter Academy,Pub,Kent,86,79,91.9,0,0,7,8.1,0,0.0,3,3.5,4,4.7,2019,MI
St Stephen Catholic School,East Grand Rapids Public Schools,Priv,Kent,9,8,88.9,0,0,1,11.1,0,0.0,0,0.0,1,11.1,2019,MI
Lakeside School,East Grand Rapids Public Schools,Pub,Kent,57,55,96.5,0,1,1,1.8,0,0.0,0,0.0,1,1.8,2019,MI
Breton Downs School,East Grand Rapids Public Schools,Pub,Kent,78,73,93.6,0,3,2,2.6,0,0.0,0,0.0,2,2.6,2019,MI
Wealthy School,East Grand Rapids Public Schools,Pub,Kent,67,66,98.5,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Excel Charter Academy,Excel Charter Academy,Pub,Kent,75,74,98.7,0,0,1,1.3,0,0.0,1,1.3,0,0.0,2019,MI
Ada Christian School,Forest Hills Public Schools,Priv,Kent,58,56,96.6,0,0,2,3.4,0,0.0,1,1.7,1,1.7,2019,MI
Orchard View Elementary,Forest Hills Public Schools,Pub,Kent,76,69,90.8,0,4,3,3.9,0,0.0,1,1.3,2,2.6,2019,MI
Islamic School of Grand Rapids,Forest Hills Public Schools,Priv,Kent,11,9,81.8,0,0,2,18.2,0,0.0,1,9.1,1,9.1,2019,MI
Thornapple Elementary School,Forest Hills Public Schools,Pub,Kent,69,67,97.1,0,1,1,1.4,0,0.0,0,0.0,1,1.4,2019,MI
Ada Elementary School,Forest Hills Public Schools,Pub,Kent,71,69,97.2,0,0,2,2.8,0,0.0,0,0.0,2,2.8,2019,MI
Collins Elementary School,Forest Hills Public Schools,Pub,Kent,65,63,96.9,0,0,2,3.1,0,0.0,0,0.0,2,3.1,2019,MI
Pine Ridge Elementary School,Forest Hills Public Schools,Pub,Kent,100,100,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Meadow Brook Elementary School,Forest Hills Public Schools,Pub,Kent,126,124,98.4,0,0,2,1.6,0,0.0,1,0.8,1,0.8,2019,MI
Ada Vista Elementary School,Forest Hills Public Schools,Pub,Kent,100,97,97.0,1,1,1,1.0,0,0.0,0,0.0,1,1.0,2019,MI
Knapp Forest Elementary School,Forest Hills Public Schools,Pub,Kent,90,89,98.9,0,0,1,1.1,0,0.0,0,0.0,1,1.1,2019,MI
Godfrey Lee ECC School,Godfrey Lee Public Schools,Pub,Kent,135,130,96.3,1,0,4,3.0,0,0.0,2,1.5,2,1.5,2019,MI
The Potters House School,Godfrey Lee Public Schools,Priv,Kent,37,35,94.6,0,1,1,2.7,0,0.0,1,2.7,0,0.0,2019,MI
San Juan Diego Academy,Godfrey Lee Public Schools,Priv,Kent,13,12,92.3,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Anchor Point Christian School,Godwin Heights Public Schools,Priv,Kent,8,8,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
West Godwin Elementary School,Godwin Heights Public Schools,Pub,Kent,157,154,98.1,0,1,2,1.3,0,0.0,0,0.0,2,1.3,2019,MI
GR Child Discovery Center,Grand Rapids Child Discovery Center,Pub,Kent,49,40,81.6,0,0,9,18.4,1,2.0,0,0.0,8,16.3,2019,MI
Harrison School,Grand Rapids Public Schools,Pub,Kent,66,60,90.9,3,2,1,1.5,0,0.0,0,0.0,1,1.5,2019,MI
Buchanan School,Grand Rapids Public Schools,Pub,Kent,71,65,91.5,2,3,1,1.4,0,0.0,1,1.4,0,0.0,2019,MI
Cesar E. Chavez Elementary,Grand Rapids Public Schools,Pub,Kent,60,55,91.7,4,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Stocking School,Grand Rapids Public Schools,Pub,Kent,31,31,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Sibley Elementary,Grand Rapids Public Schools,Pub,Kent,47,44,93.6,0,3,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Martin Luther King Leadership Academy,Grand Rapids Public Schools,Pub,Kent,46,44,95.7,0,0,2,4.3,0,0.0,0,0.0,2,4.3,2019,MI
Coit Creative Arts Academy,Grand Rapids Public Schools,Pub,Kent,39,38,97.4,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
East Leonard Elementary,Grand Rapids Public Schools,Pub,Kent,32,31,96.9,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Holy Spirit School,Grand Rapids Public Schools,Priv,Kent,44,42,95.5,0,0,2,4.5,0,0.0,2,4.5,0,0.0,2019,MI
Immaculate Heart of Mary School,Grand Rapids Public Schools,Priv,Kent,32,30,93.8,0,1,1,3.1,0,0.0,1,3.1,0,0.0,2019,MI
Sacred Heart Academy,Grand Rapids Public Schools,Priv,Kent,7,5,71.4,0,0,2,28.6,0,0.0,1,14.3,1,14.3,2019,MI
St Anthony of Padua School,Grand Rapids Public Schools,Priv,Kent,41,41,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Brookside Elementary School,Grand Rapids Public Schools,Pub,Kent,54,53,98.1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Our Savior Lutheran School,Grand Rapids Public Schools,Priv,Kent,13,13,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Evergreen Christian School,Grand Rapids Public Schools,Priv,Kent,17,15,88.2,0,0,2,11.8,0,0.0,1,5.9,1,5.9,2019,MI
St Thomas the Apostle School,Grand Rapids Public Schools,Priv,Kent,45,40,88.9,0,2,3,6.7,0,0.0,1,2.2,2,4.4,2019,MI
Immanuel - St James Lutheran School,Grand Rapids Public Schools,Priv,Kent,9,8,88.9,0,0,1,11.1,0,0.0,0,0.0,1,11.1,2019,MI
Montessori Society of Greater G R,Grand Rapids Public Schools,Priv,Kent,13,11,84.6,1,0,1,7.7,0,0.0,0,0.0,1,7.7,2019,MI
West Side Christian School,Grand Rapids Public Schools,Priv,Kent,36,32,88.9,0,1,3,8.3,0,0.0,3,8.3,0,0.0,2019,MI
Palmer School,Grand Rapids Public Schools,Pub,Kent,36,35,97.2,0,0,1,2.8,0,0.0,0,0.0,1,2.8,2019,MI
Grand Rapids Christian Elementary School,Grand Rapids Public Schools,Priv,Kent,122,121,99.2,0,0,1,0.8,0,0.0,0,0.0,1,0.8,2019,MI
Living Stones Academy,Grand Rapids Public Schools,Priv,Kent,39,36,92.3,0,0,3,7.7,0,0.0,0,0.0,3,7.7,2019,MI
Mulick Park Elementary School,Grand Rapids Public Schools,Pub,Kent,49,47,95.9,1,0,1,2.0,0,0.0,0,0.0,1,2.0,2019,MI
Kent Hills Elementary School,Grand Rapids Public Schools,Pub,Kent,39,35,89.7,2,1,1,2.6,1,2.6,0,0.0,0,0.0,2019,MI
All Saints Academy Elementary,Grand Rapids Public Schools,Priv,Kent,27,27,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Dickinson Academy,Grand Rapids Public Schools,Pub,Kent,37,37,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Shawmut Hills School,Grand Rapids Public Schools,Pub,Kent,39,37,94.9,0,1,1,2.6,0,0.0,1,2.6,0,0.0,2019,MI
St. Paul The Apostle School,Grand Rapids Public Schools,Priv,Kent,23,23,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Plymouth Christian Elementary School,Grand Rapids Public Schools,Priv,Kent,40,23,57.5,2,1,14,35.0,0,0.0,7,17.5,7,17.5,2019,MI
Burton Elementary,Grand Rapids Public Schools,Pub,Kent,73,70,95.9,2,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Sherwood Global Studies Academy,Grand Rapids Public Schools,Pub,Kent,27,26,96.3,0,0,1,3.7,0,0.0,1,3.7,0,0.0,2019,MI
Ridgemoor Park Montessori School,Grand Rapids Public Schools,Pub,Kent,25,25,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Gerald R Ford Academy,Grand Rapids Public Schools,Pub,Kent,43,39,90.7,0,0,4,9.3,0,0.0,0,0.0,4,9.3,2019,MI
North Park Montessori Academy,Grand Rapids Public Schools,Pub,Kent,60,54,90.0,0,1,5,8.3,0,0.0,1,1.7,4,6.7,2019,MI
NorthPointe Christian Elementary,Grand Rapids Public Schools,Priv,Kent,106,89,84.0,0,3,14,13.2,0,0.0,7,6.6,7,6.6,2019,MI
Grand Rapids Montessori Academy,Grand Rapids Public Schools,Pub,Kent,67,57,85.1,0,0,10,14.9,0,0.0,6,9.0,4,6.0,2019,MI
Eastside Christian School,Grand Rapids Public Schools,Priv,Kent,11,10,90.9,0,0,1,9.1,0,0.0,1,9.1,0,0.0,2019,MI
Aberdeen Elementary,Grand Rapids Public Schools,Pub,Kent,24,24,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
CA Frost Environmental Science Academy Middle High School,Grand Rapids Public Schools,Pub,Kent,66,61,92.4,0,0,5,7.6,0,0.0,1,1.5,4,6.1,2019,MI
Campus Elementary,Grand Rapids Public Schools,Pub,Kent,55,54,98.2,0,0,1,1.8,0,0.0,0,0.0,1,1.8,2019,MI
Congress Elementary,Grand Rapids Public Schools,Pub,Kent,52,51,98.1,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Southwest Community Campus School,Grand Rapids Public Schools,Pub,Kent,113,110,97.3,0,1,2,1.8,0,0.0,1,0.9,1,0.9,2019,MI
Grand View Elementary School,Grandville Public Schools,Pub,Kent,83,80,96.4,1,1,1,1.2,0,0.0,1,1.2,0,0.0,2019,MI
Grandville Christian School,Grandville Public Schools,Priv,Kent,65,64,98.5,0,0,1,1.5,0,0.0,1,1.5,0,0.0,2019,MI
Adams Christian School,Grandville Public Schools,Priv,Kent,42,41,97.6,0,0,1,2.4,1,2.4,0,0.0,0,0.0,2019,MI
Tri-Unity Christian Lower Elementary Sch,Grandville Public Schools,Priv,Kent,28,20,71.4,0,0,8,28.6,0,0.0,4,14.3,4,14.3,2019,MI
Hope Protestant Reformed Christian,Grandville Public Schools,Priv,Kent,23,20,87.0,0,0,3,13.0,0,0.0,1,4.3,2,8.7,2019,MI
Central Elementary School,Grandville Public Schools,Pub,Kent,45,44,97.8,0,0,1,2.2,0,0.0,0,0.0,1,2.2,2019,MI
Cummings Elementary School,Grandville Public Schools,Pub,Kent,82,77,93.9,0,0,5,6.1,0,0.0,2,2.4,3,3.7,2019,MI
East Elementary School,Grandville Public Schools,Pub,Kent,50,48,96.0,0,0,2,4.0,0,0.0,0,0.0,2,4.0,2019,MI
South Elementary School,Grandville Public Schools,Pub,Kent,72,71,98.6,0,0,1,1.4,0,0.0,1,1.4,0,0.0,2019,MI
West Elementary School,Grandville Public Schools,Pub,Kent,42,41,97.6,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Century Park Learning Center,Grandville Public Schools,Pub,Kent,83,80,96.4,1,0,2,2.4,0,0.0,1,1.2,1,1.2,2019,MI
Hope Academy of West Michigan,Hope Academy of West Michigan,Pub,Kent,33,30,90.9,0,3,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
St John Vianney School,Kelloggsville Public Schools,Priv,Kent,21,21,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
West Kelloggsville Elementary,Kelloggsville Public Schools,Pub,Kent,86,84,97.7,0,0,2,2.3,0,0.0,1,1.2,1,1.2,2019,MI
East Kelloggsville Elementary,Kelloggsville Public Schools,Pub,Kent,87,86,98.9,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Zinser Elementary School,Kenowa Hills Public Schools,Pub,Kent,75,72,96.0,0,2,1,1.3,0,0.0,1,1.3,0,0.0,2019,MI
