,C24050_002E,C24050_003E,C24050_004E,C24050_005E,C24050_006E,C24050_007E,C24050_008E,C24050_009E,C24050_010E,C24050_011E,C24050_012E,C24050_013E,C24050_014E,C24050_015E,C24050_029E,C24050_043E,C24050_057E,C24050_071E,C02003_002E,C02003_003E,C02003_004E,C02003_005E,C02003_006E,C02003_007E,C02003_008E,B01002_001E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B19326_001E,B23025_005E,B23025_003E,B27010_017E,B27010_033E,B27010_050E,B27010_001E,B27010_066E,B01003_001E,state_fip,county_fip
"Alameda County, California: Summary level: 050, state:06> county:001",3308,39861,80961,20969,75187,39042,24187,47611,133336,174656,70809,40358,27847,362591,126123,167052,50316,72050,1487408,708558,184883,9813,439055,13760,131339,37.1,1092189,25753,148,253,768,1936,4217,3130,4937,21621,4847,10795,14180,12027,14729,23248,34052,70100,848232,13753,68307,73763,1573351,2911,1584983,06,001
"Alpine County, California: Summary level: 050, state:06> county:003",0,24,15,0,49,38,6,6,73,63,54,22,58,152,83,73,42,58,1043,783,11,219,14,16,0,43.6,764,4,0,0,0,0,0,0,2,0,2,2,3,24,40,3,18482,49,457,19,84,116,1131,0,1131,06,003
"Amador County, California: Summary level: 050, state:06> county:005",195,820,568,165,1884,525,188,523,1158,2444,1926,657,1520,3882,2881,3180,1296,1334,35790,32006,855,829,538,38,1524,50.0,28676,304,0,0,5,31,9,12,49,247,143,289,306,439,1128,375,26246,2048,14621,259,603,1829,32880,0,36995,06,005
"Butte County, California: Summary level: 050, state:06> county:007",3249,4682,5355,1625,12125,2596,1620,4508,8744,25896,10400,4722,3889,30898,20843,21162,8158,8350,208443,185408,3189,2553,9591,405,7297,36.8,143094,2479,19,3,90,145,280,254,286,1329,306,1305,1656,2368,3399,3273,20668,12264,101675,3841,13194,12052,220313,177,222564,06,007
"Calaveras County, California: Summary level: 050, state:06> county:009",496,1662,1326,373,1819,922,201,661,1713,3591,1374,906,1204,5868,3078,3369,2009,1924,42952,41210,261,396,402,151,532,50.7,33649,296,0,0,0,0,21,13,12,253,102,309,212,374,609,611,26527,2227,18475,419,1725,2344,44382,10,44767,06,009
"Colusa County, California: Summary level: 050, state:06> county:011",2425,356,958,164,620,463,45,375,404,1212,1160,197,458,2184,1503,1591,2337,1222,20657,18188,151,231,419,39,1629,34.0,13296,336,0,12,93,95,169,124,248,1110,149,410,339,338,378,430,24889,1023,9860,267,1550,1924,21205,34,21396,06,011
"Contra Costa County, California: Summary level: 050, state:06> county:013",3956,35372,34989,12338,55008,24870,14268,46060,79942,111596,44613,25547,21361,218903,89404,120139,41997,39477,1028751,663406,97338,6059,167215,5548,89185,38.8,742043,11562,105,138,656,1439,2944,1986,2551,12297,2704,6487,9319,7396,8666,13914,35618,48995,558915,11694,43557,49787,1090556,1390,1096068,06,013
"Del Norte County, California: Summary level: 050, state:06> county:015",347,348,296,54,900,150,73,337,617,2511,1114,411,1454,2923,2713,1619,768,589,25371,21248,802,1484,600,79,1158,38.8,19572,229,8,0,91,52,59,68,28,382,92,317,482,551,956,608,19470,1116,9728,170,1020,1543,24021,39,27788,06,015
"El Dorado County, California: Summary level: 050, state:06> county:017",984,5873,6055,1367,9873,3188,1691,6024,9282,15667,10032,3816,5716,31974,15270,19801,6897,5626,175492,157893,1786,1565,7199,234,6815,44.9,128896,1035,22,37,0,115,157,223,157,914,238,693,818,1281,2121,2106,30421,9925,89493,1321,6328,8336,181005,53,182093,06,017
"Fresno County, California: Summary level: 050, state:06> county:019",38869,20008,27843,14798,40067,17703,4852,18128,30210,88278,32924,18182,22702,107200,72044,86803,57292,51225,918369,570451,48499,9796,93499,2010,194114,31.4,571585,27070,381,193,1723,3982,6531,4369,5286,21853,3749,13307,15240,14521,17831,15176,20870,57137,431701,14767,70285,68641,945353,1634,956749,06,019
"Glenn County, California: Summary level: 050, state:06> county:021",2031,500,827,219,1057,578,88,274,692,2261,816,570,610,2300,2225,1965,2597,1436,27350,23897,271,548,695,99,1840,37.2,17876,541,39,0,0,24,197,140,112,718,122,341,218,564,787,659,21344,1518,12041,605,1913,2311,27732,155,28029,06,021
"Humboldt County, California: Summary level: 050, state:06> county:023",2588,4331,2584,1099,7533,2183,958,2452,4905,15618,7443,2895,3860,19891,13170,13608,6445,5335,127289,109821,1716,6956,3563,424,4809,37.4,90585,752,0,0,34,43,183,128,82,284,209,962,805,1652,2225,1913,21018,6868,65317,2840,9669,9789,133962,56,135034,06,023
"Imperial County, California: Summary level: 050, state:06> county:025",5823,2991,2912,1564,8015,3798,523,1740,3676,14637,4000,2359,6353,13742,14078,14653,8611,7307,169779,126305,5172,2284,2763,171,33084,32.2,107251,4372,8,58,379,1249,1706,957,933,6937,1375,3524,5137,2648,3706,3108,16068,12307,70698,5228,10881,13179,167772,454,178206,06,025
"Inyo County, California: Summary level: 050, state:06> county:027",327,565,235,87,1104,543,133,213,438,1841,1531,460,893,2636,1869,2160,845,860,18012,15200,196,1964,244,118,290,45.7,13236,290,0,0,0,0,2,0,60,199,25,133,206,151,346,226,26094,608,8978,250,661,1123,17934,0,18373,06,027
"Kern County, California: Summary level: 050, state:06> county:029",54628,20249,19529,9659,35420,16865,3477,12057,26126,63751,28257,14449,22827,83832,62008,68743,67923,44788,837313,646683,49021,10086,39550,1314,90659,31.1,513437,15517,82,133,1271,3192,6979,3768,4118,25955,3576,9045,12970,13380,19307,17188,21458,47438,374732,17017,56288,58839,836745,1559,865736,06,029
"Kings County, California: Summary level: 050, state:06> county:031",7898,1827,4193,1239,4192,2009,426,1141,3004,11200,4975,2157,6699,12772,11409,9914,9965,6900,144300,103289,9397,1993,5602,382,23637,31.4,92122,2273,1,25,551,698,1020,767,736,3480,879,2043,2535,2883,4650,3069,23559,7602,58562,3278,8534,7481,130496,348,150998,06,031
"Lake County, California: Summary level: 050, state:06> county:033",1603,1706,975,595,2406,1348,237,967,1714,5747,2528,1328,1857,6238,5907,5370,3374,2122,62365,51076,1442,2436,826,202,6383,45.5,46120,587,11,16,81,164,199,98,129,375,130,793,737,960,1985,930,20264,3949,26960,1489,3503,5544,63470,57,64158,06,033
"Lassen County, California: Summary level: 050, state:06> county:035",524,478,203,156,750,402,135,308,317,1744,672,182,3211,2647,2643,1758,915,1119,31548,24445,2789,1025,493,249,2547,37.0,23860,227,12,9,32,62,35,49,72,205,210,233,697,805,1682,454,22625,1109,10191,273,740,1221,21971,17,32645,06,035
"Los Angeles County, California: Summary level: 050, state:06> county:037",23963,264911,476733,164447,496377,247032,202539,291123,577740,956389,498731,288830,146650,1656959,883126,1140925,359714,594741,9648558,5346316,830791,59340,1418362,27076,1966673,35.6,6653174,217614,1813,2783,14391,33566,63872,41752,56909,306175,47508,99483,182843,98237,146439,198125,24966,515124,5150589,167887,749469,890995,9968960,26150,10038388,06,037
"Madera County, California: Summary level: 050, state:06> county:039",10545,2917,4580,1268,5160,2495,770,1592,3605,10250,4328,2323,3199,13435,9031,11045,12487,7034,148378,125082,5313,2325,3252,263,12143,33.5,94739,4227,25,146,348,913,1570,919,880,5299,622,1891,3349,2380,2992,2139,20217,4280,57312,3063,10454,11456,144677,142,153187,06,039
"Marin County, California: Summary level: 050, state:06> county:041",788,6708,5879,3079,13319,3285,4838,13148,25621,28119,11636,7936,4671,66262,20361,29416,7281,5707,247412,204918,6583,795,14681,622,19813,45.4,189160,1749,14,0,85,312,629,306,359,2043,699,960,1101,1159,1236,2806,43504,7854,136881,1677,6938,10244,253123,102,258349,06,041
"Mariposa County, California: Summary level: 050, state:06> county:043",273,450,199,107,739,154,54,181,905,1409,1678,317,863,2284,2234,1537,684,590,17066,15577,192,572,231,25,469,50.6,13687,73,0,0,0,0,0,0,0,146,12,85,155,253,478,235,26191,963,8292,55,511,985,17616,49,17789,06,043
"Mendocino County, California: Summary level: 050, state:06> county:045",2083,3044,2470,736,5386,1099,635,1529,3070,8245,4061,2296,2194,11168,8020,9176,5165,3319,83772,72512,585,4018,1697,196,4764,42.2,61297,715,0,25,98,187,256,125,329,1219,181,618,840,892,1262,1359,21495,5107,41955,1391,4816,6381,86622,68,87544,06,045
"Merced County, California: Summary level: 050, state:06> county:047",13038,6085,11142,2905,10670,5162,1111,3494,6416,21378,7010,3875,3884,21791,17892,20380,19394,16713,252463,161431,9020,1787,19904,546,59775,30.4,152405,7100,42,128,511,1412,2833,1743,2043,10922,1157,3166,5031,3436,4704,4731,20681,18650,114820,4072,18160,18712,260892,577,263885,06,047
"Modoc County, California: Summary level: 050, state:06> county:049",642,229,88,57,355,89,60,18,178,966,221,149,282,1358,490,604,600,282,8858,8282,47,330,100,3,96,47.8,6734,48,0,0,10,35,39,13,0,108,0,24,100,95,236,182,20607,315,3649,280,475,599,8940,27,9184,06,049
"Mono County, California: Summary level: 050, state:06> county:051",394,501,154,5,358,280,10,642,496,1447,1839,113,822,2974,1775,1326,596,390,13624,11894,78,254,155,2,1241,38.5,9690,12,0,1,0,0,19,0,162,151,57,488,165,127,171,112,30041,1094,8155,380,1512,1450,14072,0,14146,06,051
"Monterey County, California: Summary level: 050, state:06> county:053",31024,10085,8694,5372,18012,5586,1965,6631,15636,34878,21394,8521,9535,49017,36274,36629,35514,19899,412143,314077,11947,3302,26075,2101,54641,33.5,268809,8554,51,76,1044,2914,5205,2592,2680,20810,1984,5887,8597,5729,5890,6687,23491,16358,193691,9578,34256,32047,410004,646,428441,06,053
"Napa County, California: Summary level: 050, state:06> county:055",4380,4349,8100,1783,6904,2175,871,3676,6299,14810,9229,3549,2462,23877,15120,14259,7935,7396,135161,103914,2944,987,10817,288,16211,40.3,96568,1959,12,90,36,269,693,498,504,4231,411,1309,1444,885,1632,2252,30918,5581,74168,1818,6570,7684,138394,150,140295,06,055
"Nevada County, California: Summary level: 050, state:06> county:057",590,3713,2939,696,4349,1531,954,2248,5222,9127,5296,2459,2349,16230,8953,9539,3847,2904,95817,91048,481,1106,1415,86,1681,49.0,73917,341,0,14,0,28,19,0,116,501,88,369,431,671,1069,866,27263,4524,45997,1399,4320,6896,97618,59,98570,06,057
"Orange County, California: Summary level: 050, state:06> county:059",7638,84910,196193,54897,165228,48526,32739,129355,214621,288413,161846,82684,41703,605224,263904,385865,102040,151720,3002383,1970000,51816,12476,590342,9529,368220,37.1,2077783,45546,559,691,2035,6615,12890,8255,10210,63775,11291,20611,41415,23471,28027,51470,31005,124773,1633526,44715,181545,211874,3098794,7055,3116069,06,059
"Placer County, California: Summary level: 050, state:06> county:061",956,11158,10437,5033,19753,7069,3871,13399,19756,35420,15954,8020,11790,68115,28146,43505,11763,11087,349219,306371,5183,1982,24468,525,10690,41.0,252156,1577,15,32,48,216,268,324,299,1455,423,1024,1402,1542,2808,3473,34848,14762,177378,4125,13150,14923,363472,295,366280,06,061
"Plumas County, California: Summary level: 050, state:06> county:063",640,651,537,87,706,347,46,378,441,1605,844,472,446,2390,1829,1224,968,789,18247,17092,124,407,178,167,279,51.3,14470,146,0,0,0,40,48,13,0,19,37,140,291,216,244,176,24076,1289,8489,242,714,1374,18802,3,18966,06,063
"Riverside County, California: Summary level: 050, state:06> county:065",15566,77020,83527,28740,120752,50888,13780,48213,92369,189353,105105,49089,46201,266607,199363,230934,104295,119404,2200168,1484768,143976,21535,142136,6601,401152,34.5,1441999,33537,222,477,2080,4741,9799,6151,7608,46584,7862,18836,38546,26872,39862,43969,24887,136070,1056673,53051,153088,173500,2275526,4318,2298032,06,065
"Sacramento County, California: Summary level: 050, state:06> county:067",5308,40115,35519,15995,71204,31154,13205,47430,74194,139776,59333,32431,68233,238912,123038,164761,49904,57282,1367612,873442,145959,11633,220485,15148,100945,35.5,962874,25994,134,185,740,1226,2723,2203,3128,14215,4075,9806,9197,13086,20105,21822,27204,84904,718801,17633,77351,78894,1449885,2161,1465832,06,067
"San Benito County, California: Summary level: 050, state:06> county:069",1879,2414,3151,1051,3477,1030,354,1161,2076,4618,2431,1291,1328,7175,4946,6184,4265,3691,55132,48654,449,430,1533,72,3994,35.0,36178,967,0,36,44,198,369,511,300,1425,287,815,865,668,788,680,28441,3636,29897,944,3040,3380,57395,75,57557,06,069
"San Bernardino County, California: Summary level: 050, state:06> county:071",6059,58657,81718,29420,109968,66471,11742,41144,74359,186250,73672,43433,46252,238089,156718,210968,84985,138385,2002888,1301984,179087,17846,139894,7155,356922,32.5,1277155,29336,331,275,1892,4617,9014,6461,6375,40652,7822,18978,32076,29156,42442,44353,23835,119583,948728,43316,135285,154081,2050107,4844,2094769,06,071
"San Diego County, California: Summary level: 050, state:06> county:073",13947,80110,136737,37018,161607,53826,33652,92445,211885,311447,171302,77851,80303,593676,287868,344603,113543,122440,3067664,2283618,163276,21237,369052,14298,216183,35.1,2128434,40417,518,649,2151,4411,8996,6589,9271,47444,11301,21420,40748,26097,32056,44952,29853,139302,1601432,51612,187909,195787,3123555,6217,3223096,06,073
"San Francisco County, California: Summary level: 050, state:06> county:075",978,16379,26451,8562,47769,17782,26319,41201,106371,89251,57897,23193,16220,255668,81301,98250,17487,25667,801823,409681,46825,2854,284426,3649,54388,38.5,659772,19589,36,366,712,1400,2148,2481,3941,13080,3041,6849,8045,5323,5091,13469,40070,34785,513158,3106,34203,32542,836167,1225,840763,06,075
"San Joaquin County, California: Summary level: 050, state:06> county:077",13988,19920,27482,11592,34706,19560,4633,13586,26402,58905,22461,13497,13728,78578,51674,67728,36083,46397,650281,403891,50263,4652,104763,3867,82845,33.5,435702,15846,32,173,386,1283,3264,1896,3687,15243,2533,6621,8076,8837,13091,14880,23806,44592,325052,10999,41453,44063,699892,1351,708554,06,077
"San Luis Obispo County, California: Summary level: 050, state:06> county:079",4618,8557,8459,2724,14899,6371,1942,5886,13286,29899,15035,6183,7138,46729,25968,29212,12482,10606,267173,235058,5682,2005,10127,284,14017,39.3,182629,2200,64,29,90,325,601,201,246,2980,390,1175,2106,2110,3382,2834,26578,8764,133761,4129,14146,13470,269580,384,276517,06,079
"San Mateo County, California: Summary level: 050, state:06> county:081",2323,20577,30363,8945,38853,20938,13911,28341,69392,81668,37656,20382,13657,175864,71224,86802,24479,28637,713294,411625,19439,2129,198849,10516,70736,39.5,530221,10082,35,106,528,1471,2545,1640,2277,9874,1345,4881,5919,4044,5962,11179,40060,27732,414738,6690,27713,29740,744848,1172,748731,06,081
"Santa Barbara County, California: Summary level: 050, state:06> county:083",17451,11107,15003,4601,20908,6278,4182,10623,23325,46729,24075,10526,8808,71621,43347,43251,28511,16886,417766,323766,8727,4122,22503,820,57828,33.6,268017,6204,20,125,677,1552,2991,2013,1421,13590,1534,3428,6969,3611,5467,5043,25620,17816,221432,8070,31143,27757,428774,628,435850,06,083
"Santa Clara County, California: Summary level: 050, state:06> county:085",5375,47111,169787,20172,86926,25364,39872,43837,173964,169496,72686,38809,22220,462714,139416,179238,59477,74774,1781261,902404,48310,8961,630704,7163,183719,36.8,1268629,27534,348,462,874,2592,5946,3484,6492,24410,4837,13015,16689,13855,15613,29078,38831,76126,991745,13629,72163,80712,1859170,3088,1868149,06,085
"Santa Cruz County, California: Summary level: 050, state:06> county:087",7232,8674,11885,3398,14865,3100,2441,5587,15783,31565,15966,6509,4316,53030,25162,28813,14813,9503,257401,216891,2535,1572,11857,337,24209,37.0,173902,2740,36,62,270,913,1394,1140,1315,5308,704,1810,2685,1813,1823,3023,27332,10866,142187,2114,13621,15837,268005,221,269278,06,087
"Shasta County, California: Summary level: 050, state:06> county:089",1626,5282,3794,1258,9752,2777,1102,3676,6737,17696,6935,4291,4335,21777,14822,19010,7485,6167,170900,155251,1788,4654,4735,389,4083,42.2,124396,998,37,18,30,24,221,132,181,553,238,979,1050,2517,3439,2929,22534,7965,77226,3049,9539,11465,177567,193,178942,06,089
"Sierra County, California: Summary level: 050, state:06> county:091",79,147,27,11,71,125,17,14,79,299,33,8,200,376,131,202,198,203,2969,2913,3,26,1,14,12,54.5,2435,0,0,0,11,0,0,0,0,10,26,11,19,26,36,40,24804,96,1206,56,93,217,2991,0,3021,06,091
"Siskiyou County, California: Summary level: 050, state:06> county:093",1505,968,1017,306,1941,553,262,603,1150,4042,1685,754,1341,5428,3493,3519,2008,1679,41267,37727,621,1326,692,244,657,47.8,31835,248,6,0,27,53,67,63,50,286,69,323,406,611,930,543,20282,2337,18464,686,1667,2950,43702,98,43895,06,093
"Solano County, California: Summary level: 050, state:06> county:095",3041,13485,16938,5138,22828,10698,3353,10258,18368,42795,17139,8265,14715,60802,37667,47312,18870,22370,395537,229116,59212,2463,64120,3501,37125,37.3,284771,4214,90,36,155,670,1061,659,1487,4390,1174,2951,3012,3887,5575,6289,30680,24000,211021,4713,19051,19419,412693,623,425753,06,095
"Sonoma County, California: Summary level: 050, state:06> county:097",8170,18249,23605,7187,28486,7951,4430,15764,27503,50914,25269,13169,9550,87107,47685,56323,25484,23648,471004,382484,7731,5746,19261,1669,54113,40.8,346159,6019,47,143,477,895,1396,888,1189,8036,1189,2878,4843,4130,5336,7031,30727,21168,261415,5200,23789,27389,490858,511,495078,06,097
"Stanislaus County, California: Summary level: 050, state:06> county:099",11559,14133,25030,9317,28618,11726,2427,7662,17985,44993,17121,9995,7862,55064,38122,50471,29087,35684,504373,397080,14335,4183,28560,4003,56212,33.5,327571,10939,85,166,864,1730,2749,2101,2124,11816,2259,6113,5963,7188,9446,11023,22498,37259,245687,7467,31471,35145,524038,773,527367,06,099
"Sutter County, California: Summary level: 050, state:06> county:101",3318,3120,2514,892,4901,2098,334,1827,2792,8430,3317,1598,2379,11433,7354,8472,5896,4365,89519,66258,2049,1033,14044,288,5847,35.4,60812,2629,49,34,92,478,454,290,397,1444,402,751,956,1717,1717,1678,23157,5691,43211,1498,5640,6837,94038,267,95247,06,101
"Tehama County, California: Summary level: 050, state:06> county:103",1645,1815,1819,611,3243,1317,221,1277,1688,4753,2156,1014,1568,6041,4961,5413,3345,3367,60604,54591,321,1846,809,126,2911,40.5,42760,877,0,10,23,100,254,166,64,524,231,774,914,822,1581,1217,21442,3511,26638,1280,2851,4051,62585,75,63152,06,103
"Trinity County, California: Summary level: 050, state:06> county:105",152,429,141,43,406,149,40,303,307,977,972,260,653,1438,1448,1069,534,343,12804,11410,151,457,201,109,476,50.3,10320,70,0,0,6,0,0,0,0,27,52,102,148,153,270,120,20593,479,5311,327,613,1387,13160,99,13373,06,105
"Tulare County, California: Summary level: 050, state:06> county:107",33244,7926,13632,6689,19187,7611,1328,6239,10675,35083,12193,7021,9952,40733,31715,34782,39116,24434,438486,367167,7846,6089,15427,615,41342,30.3,260964,13503,92,96,986,2174,4390,2950,2954,16291,2300,8427,8109,6006,8047,6169,19431,23322,194102,9932,33390,35450,449747,664,454033,06,107
"Tuolumne County, California: Summary level: 050, state:06> county:109",537,1634,1031,241,2254,950,309,639,1718,4319,3025,1223,1597,6609,5148,3896,2216,1608,52061,47620,991,924,745,113,1668,48.6,40871,200,0,0,0,57,47,6,75,131,78,280,488,517,1300,805,24659,2878,22355,576,1917,2655,50840,28,54079,06,109
"Ventura County, California: Summary level: 050, state:06> county:111",21992,23965,42379,13397,44839,12436,10492,31931,47805,74062,36559,19481,18778,148104,68064,96160,45115,40673,805230,662754,15063,6285,59508,1462,60158,37.1,550767,11372,53,121,1060,2231,4890,3179,2763,22208,1864,4677,8935,7012,9558,12977,30055,37593,435709,13095,49259,51115,834057,1286,840833,06,111
"Yolo County, California: Summary level: 050, state:06> county:113",3815,4075,5880,2126,9297,4194,1418,3959,9765,28075,9033,3864,7305,41339,17200,17830,7630,8807,196071,137009,5409,1955,28324,1021,22353,30.9,120693,2583,33,75,180,450,692,461,519,2800,480,1063,1629,1877,2177,2489,24660,9225,102031,2588,10793,8954,205756,92,207320,06,113
"Yuba County, California: Summary level: 050, state:06> county:115",1338,1907,1234,627,3258,1214,482,940,2722,5792,2378,1042,2565,7153,5342,6292,3738,2974,67946,51470,2456,1147,5277,238,7358,32.1,45152,1131,0,7,97,100,247,113,145,854,153,821,812,1006,1758,1414,22586,4424,29923,1090,4416,4580,71111,58,73437,06,115
"Alachua County, Florida: Summary level: 050, state:12> county:001",922,4181,4415,2122,12700,3298,1998,6221,11528,45337,13567,5306,5064,54157,22333,27597,5794,6778,246262,177612,50580,773,14380,510,2407,30.8,151184,1409,50,10,5,155,114,222,130,308,481,1054,1328,2230,2326,1423,23418,9949,126608,2991,18582,11852,251519,268,254218,12,001
"Baker County, Florida: Summary level: 050, state:12> county:003",83,948,661,316,1281,812,96,531,876,2586,589,468,927,3012,2073,2442,1169,1478,27009,22649,3938,39,162,0,221,36.6,17786,113,0,0,4,13,0,6,18,87,251,478,593,716,686,298,25315,997,11171,448,1231,1565,24631,8,27135,12,003
"Bay County, Florida: Summary level: 050, state:12> county:005",665,5171,4670,1589,10290,3571,1414,4559,9329,15954,10954,3622,6106,25149,17509,19449,7834,7953,168534,143910,18881,994,3566,102,1081,39.8,121739,1355,0,49,24,0,93,26,164,561,524,1568,2116,2949,2979,2202,24626,7356,85250,3720,11370,13521,171019,71,175353,12,005
"Bradford County, Florida: Summary level: 050, state:12> county:007",90,713,631,94,1021,476,28,410,825,2299,732,527,1379,3029,2078,2107,1027,984,26758,21123,5457,23,110,7,38,39.6,19499,299,0,0,0,19,36,16,188,65,183,517,597,1339,1109,208,24452,1304,10529,843,1228,2237,23903,0,27223,12,007
"Brevard County, Florida: Summary level: 050, state:12> county:009",1029,13587,23210,4622,31379,9313,4013,11373,30840,50125,24702,11803,13697,84172,45470,59560,19153,21338,538572,459762,56914,1775,12776,493,6852,46.6,405195,3642,32,72,31,362,436,259,741,1736,1024,2975,4379,6285,8308,7583,25490,28045,257738,9421,27855,42386,548302,757,553591,12,009
"Broward County, Florida: Summary level: 050, state:12> county:011",1840,54111,43076,32952,122832,46893,21460,72184,123159,185450,97856,51096,38088,315119,177544,253258,72466,72610,1792061,1154135,513087,4446,64492,868,55033,40.0,1286262,20443,217,231,616,1449,3305,2869,5526,12820,5461,13328,14345,19283,23112,28568,26472,99426,990423,42882,129124,181842,1832097,9075,1843152,12,011
"Calhoun County, Florida: Summary level: 050, state:12> county:013",441,404,236,143,444,163,65,184,215,1067,443,225,705,1203,1358,975,746,453,14264,11875,1963,170,94,0,162,40.5,10326,116,0,0,0,16,16,51,48,140,151,391,607,317,509,194,20733,525,5260,418,641,1498,12585,37,14615,12,013
"Charlotte County, Florida: Summary level: 050, state:12> county:015",382,4883,2410,979,10284,2298,929,3545,6168,11778,7411,3162,2501,15923,13256,16713,6554,4284,162767,150032,9294,360,2126,5,950,57.3,134210,1293,17,25,1,0,50,163,195,663,344,1437,1634,2602,2601,3298,22990,6840,63570,3741,7397,13589,162538,330,165783,12,015
"Citrus County, Florida: Summary level: 050, state:12> county:017",406,3199,2043,697,6664,2977,558,2050,3784,11230,5057,2652,2169,12510,10476,10921,4598,4981,137581,130285,4179,500,2226,0,391,55.4,110144,1103,88,14,0,66,122,110,146,263,342,1524,1580,3392,3514,2459,20966,6558,50044,1717,5974,10247,137765,211,139654,12,017
"Clay County, Florida: Summary level: 050, state:12> county:019",375,6524,4367,2605,11628,6107,1552,7334,8963,19156,7570,4326,5867,28965,15624,23123,9387,9275,190160,161899,19275,447,6251,177,2111,39.0,131378,1153,0,19,0,38,289,75,135,549,572,1133,1515,1973,2646,2614,28397,10299,96673,3093,8816,12635,194380,88,197417,12,019
"Collier County, Florida: Summary level: 050, state:12> county:021",5168,14170,4826,3098,18697,4760,2048,11475,18141,23920,22036,8871,3896,41942,34993,35705,17925,10541,336927,299480,23297,908,4260,16,8966,48.5,254178,4992,44,36,275,999,1579,1021,1662,4883,1359,2581,4550,3689,3708,4266,26677,11864,152970,8951,23264,34995,339234,1337,341091,12,021
"Columbia County, Florida: Summary level: 050, state:12> county:023",325,1850,1190,446,3717,1315,316,923,2308,6448,2326,1337,2725,7716,5510,6219,3168,2613,65910,52347,12153,195,543,24,648,40.4,46593,484,9,0,11,0,72,101,50,161,448,554,1410,1037,1860,484,22088,4392,29618,1520,3507,5125,63166,46,67806,12,023
"DeSoto County, Florida: Summary level: 050, state:12> county:027",2970,1117,580,242,1365,709,99,413,748,1643,930,554,909,1932,2684,2398,3754,1511,34569,28693,4624,120,106,18,1008,40.1,23946,771,0,0,6,171,182,267,206,1280,488,534,890,967,833,387,19743,1270,13549,832,3627,4047,33136,100,34957,12,027
"Dixie County, Florida: Summary level: 050, state:12> county:029",271,405,552,42,553,285,25,285,173,1065,424,141,689,1173,1001,1062,592,1082,15796,14177,1416,36,120,28,19,46.9,11981,156,0,0,0,0,66,0,0,59,250,252,331,603,587,233,18553,381,5291,409,754,1663,14574,0,16091,12,029
"Duval County, Florida: Summary level: 050, state:12> county:031",1473,21734,24018,10925,50387,28791,6843,47138,52212,84382,42066,19869,19583,145285,75677,113931,31373,43155,861434,547556,261833,2183,38800,948,10114,36.0,597484,6797,44,205,179,133,687,883,821,2524,2381,4675,8361,13936,14663,11572,26729,45685,455106,15105,53675,61109,872854,826,890673,12,031
"Escambia County, Florida: Summary level: 050, state:12> county:033",1312,7200,5990,2881,20185,6305,2432,10531,13842,29658,14542,7454,8070,42011,27322,37170,11060,12839,291732,211248,66179,1280,8864,482,3679,37.2,202078,2043,14,0,56,137,424,148,163,822,579,1873,3032,3944,4743,3070,23934,13455,143857,3832,18322,18568,290220,54,306327,12,033
"Flagler County, Florida: Summary level: 050, state:12> county:035",309,2190,2485,1020,5404,1226,669,2524,4583,8760,4327,2012,1414,11094,7730,11438,3320,3341,98687,82050,11300,126,2385,25,2801,49.6,75111,730,0,0,0,0,96,181,73,116,257,633,556,1133,1199,1826,23536,3805,40728,2424,5089,7281,100410,190,100783,12,035
"Franklin County, Florida: Summary level: 050, state:12> county:037",396,269,68,208,393,193,55,265,282,762,564,217,659,1241,1219,669,755,447,11494,9534,1692,59,88,68,53,42.1,8845,110,0,0,0,40,17,30,15,44,91,214,434,399,403,68,24022,449,4780,213,741,1031,9782,0,11628,12,037
"Gadsden County, Florida: Summary level: 050, state:12> county:039",609,1520,514,372,1840,745,172,608,1528,4563,1063,748,2451,4839,3901,4255,2062,1676,45746,18836,25437,43,223,13,1194,40.2,31887,693,27,0,18,36,288,61,225,302,252,554,865,1224,1741,717,23006,2112,18845,841,2827,4181,43969,67,46424,12,039
"Gilchrist County, Florida: Summary level: 050, state:12> county:041",286,627,332,132,755,313,66,496,659,1414,474,198,508,1726,1261,1442,903,928,16756,15563,1037,31,81,0,44,42.0,11298,110,0,0,0,0,19,7,57,82,133,154,234,585,328,223,21073,728,6988,573,1261,1579,15808,33,16992,12,041
"Glades County, Florida: Summary level: 050, state:12> county:043",620,167,250,35,360,409,61,89,270,558,511,139,232,860,674,1201,512,454,13138,10601,1729,530,56,0,222,45.3,9919,244,0,0,17,0,61,48,58,192,78,160,327,496,376,237,19925,546,4247,502,942,1289,11922,14,13272,12,043
"Gulf County, Florida: Summary level: 050, state:12> county:045",135,709,256,111,548,333,150,341,673,802,568,194,784,1507,1311,1352,728,706,15574,12304,2837,88,264,16,65,43.3,11884,93,0,0,0,0,44,22,51,62,125,340,294,540,415,149,21158,638,6242,157,896,1355,13459,17,15785,12,045
"Hamilton County, Florida: Summary level: 050, state:12> county:047",394,251,387,34,376,305,43,159,205,905,436,102,369,1088,857,869,494,658,14058,8741,4908,45,50,0,314,40.5,9611,75,0,2,0,56,42,0,66,55,88,258,462,676,607,143,18616,745,4711,229,737,762,11047,3,14395,12,047
